,processed_sentence,vader_scores,polarity_value
4983,"widget freeze , app do not sync . i have a galaxy s7 edge and just get an s10 + . app fail with both phone . regret spending money on this .","{'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.6908}",negative
4984,unable to import any datum from the .csv file in cloud ! ! ! no option to get any data back ! buy premium and i m not happy . beware ! ! !,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.7481}",negative
4985,"can not see new topic of discussion . also can not add discussion topic even though i have excellent internet connection , wi fi or data . please fix . i have no connection issue with any of my other app .","{'neg': 0.055, 'neu': 0.796, 'pos': 0.149, 'compound': 0.5859}",positive
4986,loading take too long and reminder do not work .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4987,"unable to log in , unable to create a new account or link to facebook","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",positive
4988,the moderation of the discussion bard in the app leave something to be desire . need well moderation .,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.6124}",positive
4989,sync no long work . also app have be buggy lately - close down and do not respond . i be now use loop habit tracker which be more stable .,"{'neg': 0.074, 'neu': 0.842, 'pos': 0.084, 'compound': 0.0754}",positive
4990,"hello habitbull team , i need to check all feature in premium version so can you give i access to premium version for 2 day so that i can you all feature and check if the feature that i need be present or not and then buy premium version .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
4991,"i 've be use this app for more than 5 year , it be great . but currently i change my phone and find out that sync do not work anymore :( it say something like "" no internet connection "" . so at the end i have to use another app .","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8364}",positive
4992,"i really like this app . enough to purchase the premium a few year back , but the app do not update to premium for i , and there be no response when i contact the support . seem like i be not alone in this experience . do not put your trust in the developer !","{'neg': 0.107, 'neu': 0.706, 'pos': 0.187, 'compound': 0.5783}",positive
4993,mixed great app but do not by premium . will not work without play service and developer unresponsive,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.5719}",positive
4994,edit / update - purchase premium . sync do not work . a quick glance at developer fb / twitter account show that they have basically drop off the face of the earth ( no activity since 2018 ) . app have not receive an update since 2018 . my suggestion : pick an app that be still actively develop . exactly what i have be look for . fantastic interface and thoughtful design . i be hooked guy !,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.8313}",positive
4995,"work fine for month , now it do not track habit the way i set they . it treat every day as its own success or failure regardless of how i have set it up . go to have to uninstall and find a new habit track app .","{'neg': 0.066, 'neu': 0.823, 'pos': 0.11, 'compound': 0.296}",positive
4996,the motivational message be annoying . you can only track up to 5 habit in the free version but it be totally not worth pay for more . good riddance . i suppo this kind of app be just not for i .,"{'neg': 0.093, 'neu': 0.766, 'pos': 0.141, 'compound': 0.4893}",positive
4997,"the tracker itself be not bad but i set up a notification to remind i to do something and be not get they . i already check my setting , all be good . it be nice if you remember to go in and mark do but notification be not work .","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.8582}",positive
4998,"can not choose when to start . i like set goal / habit for advance date once i be do with one+ . also , you can not edit a habit / goal to start over , you have to delete and start new . do not save your previous habit / goal to do again .","{'neg': 0.06, 'neu': 0.884, 'pos': 0.057, 'compound': -0.033}",neutral
4999,i like the app until it tell i i could only have 5 goal . :(,"{'neg': 0.155, 'neu': 0.695, 'pos': 0.15, 'compound': -0.0258}",neutral
5000,"the * only * part of this app that do not impress i be the widget , everything else be beautiful ! good visual layout , simple quick tracking , but enough feature to be flexible for different need . update 12/30/2019 : the app no long sync and do not import datum . i 've get a handy cvs export with 3,000 + line of habit datum , thank goodness , but can no long reccomend the app if it require manual input to restore datum .","{'neg': 0.083, 'neu': 0.724, 'pos': 0.193, 'compound': 0.8686}",positive
5001,"i have to buy this app because i need that large widget to fit my need , and you can not test it out with the free version . sadly , it be too buggy to be of any use , at least on the aio launcher . still overall well than my last habit tracker , but i feel rip off .","{'neg': 0.033, 'neu': 0.866, 'pos': 0.101, 'compound': 0.4497}",positive
5002,"customer support be completely unresponsive . i purchase the upgrade version and it do not sync as promise . there have be no help on fb , email , nada . kinda suck tbh . the app be nice . the android widget be what make it great . plz fix the sync issue and i 'll update my review if your customer support reaolve the matter and make thing right with i .","{'neg': 0.087, 'neu': 0.717, 'pos': 0.195, 'compound': 0.7978}",positive
5003,only 5 item on free version . would be nice to have that clear so i do not have to waste my time and give out my email .,"{'neg': 0.0, 'neu': 0.666, 'pos': 0.334, 'compound': 0.8759}",positive
5004,love and use the app but sync feature do not work and my attempt at elicit support from customer service have go unanswered which be disappointing .,"{'neg': 0.129, 'neu': 0.688, 'pos': 0.184, 'compound': 0.2144}",positive
5005,"work well for a few day and then just stop send reminder . the reminder would pop up if i open the app myself but that be obviously not the point of a reminder . also , freeze a lot . pretty much useless . when it work , it be excellent .","{'neg': 0.092, 'neu': 0.714, 'pos': 0.194, 'compound': 0.775}",positive
5006,"can not sync ! ! i pay to have the ability to make more task , but that be about all it be good for .","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7256}",positive
5007,"i really think the math be off on this . logically it do not make sense that if you have a good day your percentage of success go up by 1 , but if you have a bad day it go down 20 % . that really defeat the point of motivation and self forgiveness .","{'neg': 0.129, 'neu': 0.712, 'pos': 0.159, 'compound': -0.0231}",neutral
5008,the app have stop synche and can not get it work very frustrating . i pay for premium and no one reply to help resolve which be a real shame as the actual app when working be very good .,"{'neg': 0.213, 'neu': 0.614, 'pos': 0.174, 'compound': -0.2263}",negative
5009,"use to be a great app , but i 've move phone , but the sync do not work and all track datum have be lose . even after having pay $ 18 for premium . very much a shame .","{'neg': 0.183, 'neu': 0.755, 'pos': 0.062, 'compound': -0.7136}",negative
5010,i be test this to replace fabulous . so far the notification be not persistent enough . fabulous be able to wake i up in the morning .,"{'neg': 0.095, 'neu': 0.788, 'pos': 0.117, 'compound': 0.1591}",positive
5011,do not buy premium version ! ! app stop synche 7/27/2019 and be no long support . i get premium to sync to new phone since i 've be use the app for over a year and want to keep tracking . $ 10 waste ! very disappointing because basic version be great - simple but fully functional and effective for track up to 5 habit . good visual and the ability to make note . premium = track > 5 habit and sync across device but no more ! would be 4 star if still support and work .,"{'neg': 0.109, 'neu': 0.722, 'pos': 0.169, 'compound': 0.8843}",positive
5012,have trouble sync on new device ; say there be no internet connection but my connection be strong .,"{'neg': 0.158, 'neu': 0.639, 'pos': 0.203, 'compound': 0.4588}",positive
5013,"while i can understand limit something for premium only , i 've never see an app block widget behind a pay wall and quite frankly this be only useful to i if i can keep track of thing on the homescreen . maybe i would have like it but so far i have not use it because i keep forget its there .","{'neg': 0.052, 'neu': 0.885, 'pos': 0.063, 'compound': 0.1779}",positive
5014,too much fluff . difficult to see the actual progress .,"{'neg': 0.203, 'neu': 0.569, 'pos': 0.228, 'compound': 0.0772}",positive
5015,i buy the premium . and i can not sync the datum between my device .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
5016,"sync device do not work , even after read and apply suggestion in the faq of the website ...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
5017,"good design , simple and clear but with the option to dig down for more detail . however , they do not respond to email and have not release an update in over a year . seem like this project be abandon .","{'neg': 0.093, 'neu': 0.744, 'pos': 0.163, 'compound': 0.25}",positive
5018,i 've set a reminder for i to drink water ... it do not remind at all ! ! !,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
5019,"app have not be update , can not sync , can not import habit , this be a good app , shame that i have to switch","{'neg': 0.129, 'neu': 0.75, 'pos': 0.121, 'compound': -0.0516}",negative
5020,"great app in the beginning . but once you start skip day , the notification become insult shame word . for example , call i a couch potato . which i be not . so dumb . what expert would ever say that insult be motivational ? almost none . i would rather use an app base on the principle of kindness , not shame .","{'neg': 0.117, 'neu': 0.719, 'pos': 0.164, 'compound': 0.485}",positive
